Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Exchange Price,Exchange Currency,Source,Source Notes,Season/Event,Season/Event Exclusive,Seasonal Availability,Seasonality,Mannequin Season,Gender,Villager Gender,Style 1,Style 2,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Unlocked?,Filename,ClothGroup ID,Internal ID,Unique Entry ID
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting2.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting2.png,Green,No,1470,367,51,Green,Green,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,Winter,Free,Free,Simple,Elegant,everyday; formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting2,598,11513,MntgoecKWvqftbcj9
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting3.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting3.png,Blue,No,1470,367,51,Aqua,Aqua,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Elegant,everyday; formal; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting3,598,11514,pfBtD75A8gSxZY3TQ
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting0.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting0.png,Brown,No,1470,367,51,Brown,Brown,1x1,1300,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Autumn,NA,Free,Free,Simple,Elegant,everyday; formal; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatHunting0,598,5147,GAyDQZez4XQdjCAnn
patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch0.png,Pink,No,1680,420,51,Pink,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch0,1121,9870,SGjLHQg8TFGDWH2N8
patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch2.png,Yellow,No,1680,420,51,Yellow,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch2,1121,11994,Zxq3wn7giQ6rBFaRT
patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch1.png,Blue,No,1680,420,51,Blue,Beige,1x1,1500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,outdoorsy; comfy; vacation,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatTulippatch1,1121,11993,pTWoeyHzNCW9ZW67y
peach hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPeach0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPeach0.png,NA,Yes,NFS,1000,103,Pink,Yellow,1x1,NA,NA,Crafting,,NA,NA,All Year,Summer,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatPeach0,1125,9874,ndyX7HhTu335TzW9b
pear hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPear0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPear0.png,NA,Yes,NFS,1000,103,Green,Brown,1x1,NA,NA,Crafting,,NA,NA,All Year,Autumn,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical,1,HeadCap,Yes,Not for sale,1.0.0,Yes,CapHatPear0,1123,9872,nQDCrcuuoxWRwhyzt
Phrygian cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPhrygian0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPhrygian0.png,Red,No,880,220,201,Red,Red,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,1,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian0,1375,14280,8Lb6ga7FtoX37RC6i
Phrygian cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPhrygian1.png,https://acnhcdn.com/latest/FtrIcon/CapHatPhrygian1.png,Orange,No,880,220,201,Orange,Orange,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,2,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian1,1375,14650,5PMkpxpc9c2c8GsJp
Phrygian cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPhrygian2.png,https://acnhcdn.com/latest/FtrIcon/CapHatPhrygian2.png,Green,No,880,220,201,Green,Green,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,3,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian2,1375,14651,yEeJYWT8qG3fJfa4T
Phrygian cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPhrygian3.png,https://acnhcdn.com/latest/FtrIcon/CapHatPhrygian3.png,Light blue,No,880,220,201,Aqua,Aqua,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,4,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian3,1375,14652,cfxTQDeLQh6NEoJeH
Phrygian cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPhrygian4.png,https://acnhcdn.com/latest/FtrIcon/CapHatPhrygian4.png,Purple,No,880,220,201,Purple,Purple,1x1,NA,NA,Nook Shopping Seasonal,,Le 14 juillet,Yes,All Year,All Year,NA,Free,Free,Active,Simple,fairy tale; outdoorsy; theatrical,5,HeadCap,Yes,Seasonal,1.10.0,Yes,CapHatPhrygian4,1375,14653,yZ4hmjpRqASayZLRv
pigtail,https://acnhcdn.com/latest/ClosetIcon/CapWigPigtail.png,https://acnhcdn.com/latest/FtrIcon/CapWigPigtail.png,NA,No,NFS,800,451,Colorful,Colorful,1x1,NA,NA,Gulliver,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,everyday,1,Headgear_HasEar,No,Not for sale,1.0.0,Yes,CapWigPigtail,1011,5819,8GiNANCYoscQGgW8i
pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot1.png,Black,No,1120,280,51,Black,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,outdoorsy; work,1,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot1,706,11613,6BxAvii2rcxRCaL7g
pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot2.png,Avocado,No,1120,280,51,Green,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,outdoorsy; work,2,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot2,706,11614,yG8ej28n3Gn5GBvKr
pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot0.png,Brown,No,1120,280,51,Brown,Black,1x1,1000,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Active,outdoorsy; work,3,Headgear_NoEar,No,For sale,1.0.0,Yes,CapHelmetPilot0,706,5362,MeD6WKsME9zhgTo5R
pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky1.png,Black,No,1680,420,51,Black,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky1,1043,11827,rtjQ3mqNSJsPmFmaK
pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky2.png,Light blue,No,1680,420,51,Aqua,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky2,1043,11828,zbMCmXJx7nPvr5wNG
pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky0.png,Navy blue,No,1680,420,51,Blue,Yellow,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatCaptainsky0,1043,8612,wqL65kvbtwtrWmQvu
pineapple cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPineapple.png,https://acnhcdn.com/latest/FtrIcon/CapHatPineapple.png,NA,No,700,175,51,Yellow,Green,1x1,630,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer (shopping),No,Summer,Summer,NA,Free,Free,Cute,Cute,fairy tale; party; theatrical; vacation,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatPineapple,641,5279,dPCd6Ab8DeCJFYskS
pirate bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatPiratesbandana2.png,https://acnhcdn.com/latest/FtrIcon/CapHatPiratesbandana2.png,Black,No,NFS,200,451,Black,White,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; goth; theatrical,1,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPiratesbandana2,1229,13089,WFxrhr6BfYyCAJsGS
pirate bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatPiratesbandana0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPiratesbandana0.png,Red,No,NFS,200,451,Red,White,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; goth; theatrical,2,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPiratesbandana0,1229,12666,Fqrra2HiK6h6JApNQ
pirate bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatPiratesbandana1.png,https://acnhcdn.com/latest/FtrIcon/CapHatPiratesbandana1.png,Blue,No,NFS,200,451,Blue,White,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Active,fairy tale; goth; theatrical,3,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPiratesbandana1,1229,13088,FCqyFhq6XzcnSXqpm
pirate-treasure crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentCPirate0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentCPirate0.png,NA,No,NFS,2500,451,Gray,Red,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Gorgeous,Gorgeous,fairy tale; formal; goth; theatrical,1,HeadHairOrnament_Top,Yes,Not for sale,1.3.0,Yes,CapOrnamentCPirate0,1255,12980,6NNSm3ERsLbEy5BTC
pirate's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPirate0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPirate0.png,NA,No,NFS,860,451,Black,Yellow,1x1,NA,NA,Gullivarrr,,NA,NA,All Year,All Year,NA,Free,Free,Cool,Gorgeous,fairy tale; formal; goth; theatrical,1,HeadCap,Yes,Not for sale,1.3.0,Yes,CapHatPirate0,593,5142,cKNoCD7vwdECyuDeP
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap0.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap0.png,Gray,No,560,140,51,Gray,Gray,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,Winter,Free,Free,Simple,Active,outdoorsy; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap0,599,5148,by6mbBP6LtRDsEnGb
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap2.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap2.png,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Active,outdoorsy; work,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap2,599,11517,D2deq4Cs3kzxZhxfT
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap4.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap4.png,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,All Year,Free,Free,Simple,Active,outdoorsy; work,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap4,599,11519,W8MEs7KCn9gMPGzS8
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap3.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap3.png,Blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,NA,Free,Free,Simple,Active,outdoorsy; work,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap3,599,11518,A4TTtSGv4Y6S7nrHy
plain cap,https://acnhcdn.com/latest/ClosetIcon/CapHatWorkcap1.png,https://acnhcdn.com/latest/FtrIcon/CapHatWorkcap1.png,Beige,No,560,140,51,Beige,Beige,1x1,500,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,NA,NA,All Year,Spring,Summer,Free,Free,Simple,Active,outdoorsy; work,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatWorkcap1,599,11516,sDYHTbiZX2M9deKRW
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple7.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple7.png,Black,No,560,140,51,Black,Black,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple7,1381,14960,4LKW4v32ZXgeWagX9
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple4.png,Red,No,560,140,51,Red,Red,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple4,1381,14943,KpgaD6Q9yFiHRtkXX
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple0.png,Pink,No,560,140,51,Pink,Pink,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple0,1381,14288,rkhggrpeWk227vDqu
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple2.png,Coral,No,560,140,51,Orange,Orange,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple2,1381,14941,LqAc3sjPcwomSGzNX
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple3.png,Green,No,560,140,51,Green,Green,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple3,1381,14942,PMNw5hTJBa3dhmrdb
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple1.png,Light blue,No,560,140,51,Aqua,Aqua,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple1,1381,14940,nzzw9m6YNNfrbh7KZ
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple5.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple5.png,Navy blue,No,560,140,51,Blue,Blue,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,7,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple5,1381,14944,LQqKrxugbcQe3QZsZ
plain do-rag,https://acnhcdn.com/latest/ClosetIcon/CapHatTrianglesimple6.png,https://acnhcdn.com/latest/FtrIcon/CapHatTrianglesimple6.png,Camel,No,560,140,51,Beige,Beige,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,work,8,HeadCap,Yes,For sale,2.0.0,Yes,CapHatTrianglesimple6,1381,14959,NvSt2FDCpbJabPnjv
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple0.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple0.png,Black,No,1400,350,51,Black,Black,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,1,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple0,1380,14287,eGN6WcBo8HHz9D8ee
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple1.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple1.png,Brown,No,1400,350,51,Red,Red,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,2,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple1,1380,14935,Sb8EjHzPmjfsf5evx
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple4.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple4.png,Pink,No,1400,350,51,Pink,Pink,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,3,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple4,1380,14938,hadssWijy7Dkh8qzz
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple6.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple6.png,Coral,No,1400,350,51,Orange,Orange,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,4,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple6,1380,14957,bznWw8c2iXLp5ESpJ
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple2.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple2.png,Dark green,No,1400,350,51,Green,Green,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,5,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple2,1380,14936,pQ2D8ytqKuFa3cDew
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple7.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple7.png,Green,No,1400,350,51,Green,Green,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,6,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple7,1380,14958,hHMAR3hxorM6FpFsD
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple5.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple5.png,Light blue,No,1400,350,51,Aqua,Aqua,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,7,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple5,1380,14939,HjeRrHSh5kfGfpvCc
plain paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHuntingsimple3.png,https://acnhcdn.com/latest/FtrIcon/CapHatHuntingsimple3.png,Camel,No,1400,350,51,Beige,Beige,1x1,1300,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Simple,Simple,everyday; formal; work,8,HeadCap,Yes,For sale,2.0.0,Yes,CapHatHuntingsimple3,1380,14937,5hozZShEmHw2kmBxi
plumeria hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLPlumeria0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLPlumeria0.png,White,No,560,140,51,White,Yellow,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,comfy; vacation,1,HeadHairOrnament_Left,Yes,For sale,2.0.0,Yes,CapOrnamentLPlumeria0,1342,13920,A8F4AbzQbZfW75oi6
plumeria hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLPlumeria1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLPlumeria1.png,Pink,No,560,140,51,Pink,Yellow,1x1,500,Poki,Able Sisters,,NA,NA,All Year,All Year,NA,Free,Free,Cute,Simple,comfy; vacation,2,HeadHairOrnament_Left,Yes,For sale,2.0.0,Yes,CapOrnamentLPlumeria1,1342,278,G8Ya82YaXq5b7mWiw
police cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPoliceNavy.png,https://acnhcdn.com/latest/FtrIcon/CapHatPoliceNavy.png,NA,No,1680,420,51,Blue,Black,1x1,1500,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,formal; work,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatPoliceNavy,592,5141,yfwrPpLDLYjKTwmbt
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette1.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette1.png,White,No,880,220,51,White,White,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,1,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKnitcasquette1,935,11539,FEBs8oY4JiFabEvz8
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette5.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette5.png,Gray,No,880,220,51,Gray,Gray,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,2,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKnitcasquette5,935,11543,iiq5LwcDrvyujdj6m
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette2.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette2.png,Red,No,880,220,51,Red,Red,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Cute,everyday; comfy,3,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKnitcasquette2,935,11540,kWEMQ8k696TFEQ7ad
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette3.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette3.png,Green,No,880,220,51,Green,Green,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,Winter,Free,Free,Cute,Cute,everyday; comfy,4,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKnitcasquette3,935,11541,hLQKe6bnAMSEkW3om
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette4.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette4.png,Blue,No,880,220,51,Blue,Blue,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,5,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKnitcasquette4,935,11542,i2dMhDvcCwmJkaHRz
pom casquette,https://acnhcdn.com/latest/ClosetIcon/CapHatKnitcasquette0.png,https://acnhcdn.com/latest/FtrIcon/CapHatKnitcasquette0.png,Brown,No,880,220,51,Brown,Brown,1x1,790,Poki,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter (shopping),No,Winter,Winter,NA,Free,Free,Cute,Cute,everyday; comfy,6,HeadCap,Yes,For sale,1.0.0,Yes,CapHatKnitcasquette0,935,6054,RbFmSEbYbPYhtJBR9
pompadour wig,https://acnhcdn.com/latest/ClosetIcon/CapWigRegent.png,https://acnhcdn.com/latest/FtrIcon/CapWigRegent.png,NA,No,1280,320,51,Colorful,Colorful,1x1,1200,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,All Year,Free,Free,Cool,Cool,theatrical,1,Headgear_HasEar,No,For sale,1.0.0,Yes,CapWigRegent,827,5689,jBfmG2MkmbCBcTeyg
Pompompurin hat,https://acnhcdn.com/latest/ClosetIcon/CapWigPurin0.png,https://acnhcdn.com/latest/FtrIcon/CapWigPurin0.png,NA,No,1500,375,201,Yellow,Brown,1x1,NA,NA,Nook Shopping Promotion,Scan the associated Sanrio amiibo card,NA,NA,All Year,All Year,NA,Free,Free,Cute,Cute,fairy tale; theatrical,1,Headgear_HasEar,No,Not in catalog,1.9.0,Yes,CapWigPurin0,1288,13175,aj3wRRT2w4xoZcFmY
power helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePowered3.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePowered3.png,Black,No,3220,805,51,Black,Gray,1x1,2900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,1,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfacePowered3,838,11796,gY6w3hNQMAcgSgPxa
power helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePowered0.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePowered0.png,Red,No,3220,805,51,Red,Gray,1x1,2900,Poki,Able Sisters,Available from Able Sisters shop only,NA,NA,All Year,All Year,NA,Free,Free,Active,Cool,fairy tale; theatrical; work,2,HeadFullFace,No,For sale,1.0.0,Yes,CapFullfacePowered0,838,5697,sBvbWywKWGzoHhvTN
